Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,78340,4736,5,24.4049797438695,0.6798329995945096,75023.6725420109,62.94955322951238,327.01905333406114,19.76975027559502,5,6,7,8,11,16,27,62,110,75000,75000
,Aggregated,78340,4736,5,24.4049797438695,0.6798329995945096,75023.6725420109,62.94955322951238,327.01905333406114,19.76975027559502,5,6,7,8,11,16,27,62,110,75000,75000
